iter	MultiClass	Accuracy
844	-0.1129522117	0.9877777778
845	-0.1128262661	0.9877777778
846	-0.112574699	0.9877777778
847	-0.1124974491	0.9877777778
848	-0.1124326417	0.9877777778
849	-0.1123144312	0.9877777778
850	-0.1122240403	0.9877777778
851	-0.1120936326	0.9877777778
852	-0.1119167625	0.9877777778
853	-0.1118524781	0.9877777778
854	-0.1116699061	0.9877777778
855	-0.1115365798	0.9877777778
856	-0.1114357913	0.9877777778
857	-0.1113598348	0.9877777778
858	-0.111277266	0.9877777778
859	-0.1110408111	0.9877777778
860	-0.1109801113	0.9877777778
861	-0.1109296326	0.9877777778
862	-0.1108778613	0.9877777778
863	-0.1106640652	0.9877777778
864	-0.1106255967	0.9877777778
865	-0.11043376	0.9877777778
866	-0.1103654138	0.9877777778
867	-0.1102596482	0.9877777778
868	-0.1101494408	0.9877777778
869	-0.1099998375	0.9877777778
870	-0.1098303216	0.9877777778
871	-0.1096197579	0.9877777778
872	-0.1094985525	0.9877777778
873	-0.1093508031	0.9877777778
874	-0.1091641155	0.9877777778
875	-0.1090974314	0.9877777778
876	-0.1090607733	0.9877777778
877	-0.1089401833	0.9888888889
878	-0.108873894	0.9888888889
879	-0.1087248575	0.9888888889
880	-0.1086445933	0.9888888889
881	-0.1084534404	0.9877777778
882	-0.1082358999	0.9877777778
883	-0.1080698644	0.9877777778
884	-0.1080158998	0.9877777778
885	-0.1078769489	0.9877777778
886	-0.1077463957	0.9877777778
887	-0.1075805375	0.9888888889
888	-0.1075176455	0.9888888889
889	-0.1074387944	0.9888888889
890	-0.1073880066	0.9888888889
891	-0.1072965542	0.9888888889
892	-0.1072404681	0.9888888889
893	-0.1070461682	0.9888888889
894	-0.1069871383	0.9888888889
895	-0.106919833	0.9888888889
896	-0.1068508548	0.9888888889
897	-0.1067891286	0.9888888889
898	-0.1067032052	0.9888888889
899	-0.1066463035	0.9888888889
900	-0.106500105	0.9888888889
901	-0.1064137741	0.9888888889
902	-0.1062259551	0.9888888889
903	-0.1061146251	0.9888888889
904	-0.1059484578	0.9888888889
905	-0.1058104761	0.9888888889
906	-0.1057017537	0.9888888889
907	-0.1055994738	0.9888888889
908	-0.1054568164	0.9888888889
909	-0.105256669	0.9888888889
910	-0.105103082	0.9888888889
911	-0.1050479552	0.9888888889
912	-0.104962307	0.9888888889
913	-0.104840256	0.9888888889
914	-0.1046677143	0.9888888889
915	-0.104513912	0.9888888889
916	-0.1044129985	0.9888888889
917	-0.1043292517	0.9888888889
918	-0.1041209294	0.9888888889
919	-0.1039533163	0.9888888889
920	-0.1038225337	0.9888888889
921	-0.103745539	0.9888888889
922	-0.103538904	0.9888888889
923	-0.103452067	0.9888888889
924	-0.1033591256	0.9888888889
925	-0.1033117605	0.9888888889
926	-0.1030839604	0.9888888889
927	-0.1028744859	0.9888888889
928	-0.1027588083	0.9888888889
929	-0.1025168588	0.9888888889
930	-0.1023547305	0.9888888889
931	-0.1023258855	0.9888888889
932	-0.1021282472	0.9888888889
933	-0.1020064016	0.9888888889
934	-0.1019509706	0.9888888889
935	-0.1018935394	0.9888888889
936	-0.1016893788	0.9888888889
937	-0.1015497769	0.9888888889
938	-0.1014125987	0.9888888889
939	-0.1012709493	0.9888888889
940	-0.1012095934	0.9888888889
941	-0.1011624272	0.9888888889
942	-0.1010426424	0.9888888889
943	-0.1009421737	0.9888888889
944	-0.1007994035	0.9888888889
945	-0.1007225127	0.9888888889
946	-0.1005743743	0.9888888889
947	-0.1005100447	0.9888888889
948	-0.1004067861	0.9888888889
949	-0.1003198759	0.9888888889
950	-0.1002181119	0.9888888889
951	-0.1000132034	0.9888888889
952	-0.09992733609	0.9888888889
953	-0.09972921889	0.9888888889
954	-0.099541511	0.9888888889
955	-0.09947927652	0.9888888889
956	-0.09943414351	0.9888888889
957	-0.09926732031	0.9888888889
958	-0.09915373826	0.9888888889
959	-0.09904677618	0.9888888889
960	-0.09898218291	0.9888888889
961	-0.09893999188	0.9888888889
962	-0.09881365368	0.9888888889
963	-0.09877547743	0.9888888889
964	-0.0986194472	0.9888888889
965	-0.09841950916	0.9888888889
966	-0.09839096264	0.9888888889
967	-0.09820277577	0.9888888889
968	-0.09816863929	0.9888888889
969	-0.09805194118	0.9888888889
970	-0.09787251997	0.9888888889
971	-0.09779358684	0.9888888889
972	-0.09774358415	0.9888888889
973	-0.09761022037	0.9888888889
974	-0.09742268112	0.9888888889
975	-0.0973346024	0.9888888889
976	-0.09725401682	0.9888888889
977	-0.09717135664	0.9888888889
978	-0.09713130703	0.9888888889
979	-0.09703200442	0.9888888889
980	-0.09690216831	0.9888888889
981	-0.09685286785	0.9888888889
982	-0.09673743779	0.9888888889
983	-0.09667915996	0.9888888889
984	-0.09662109661	0.9888888889
985	-0.09639642239	0.9888888889
986	-0.09631915813	0.9888888889
987	-0.09617296458	0.9888888889
988	-0.09605917932	0.9888888889
989	-0.09590632542	0.99
990	-0.09587322939	0.99
991	-0.09579470307	0.99
992	-0.09570565505	0.99
993	-0.09567235817	0.99
994	-0.09561649287	0.99
995	-0.09549662644	0.9888888889
996	-0.09540402512	0.9888888889
997	-0.09526206608	0.99
998	-0.09516466484	0.99
999	-0.09511777067	0.99
